file,speaker,label
9799.wav,Queen Elizabeth II,bona-fide
9800.wav,Mark Zuckerberg,bona-fide
9801.wav,Christopher Hitchens,bona-fide
9802.wav,Alec Guinness,bona-fide
9803.wav,Scarlett Johansson,spoof
9804.wav,Alec Guinness,spoof
9805.wav,Orson Welles,bona-fide
9806.wav,Alexandria Ocasio-Cortez,bona-fide
9807.wav,Alec Guinness,bona-fide
9808.wav,Barack Obama,bona-fide
9809.wav,Barack Obama,bona-fide
9810.wav,Barack Obama,spoof
9811.wav,Ayn Rand,bona-fide
9812.wav,Donald Trump,bona-fide
9813.wav,Ronald Reagan,spoof
9814.wav,Bernie Sanders,spoof
9815.wav,Bill Clinton,spoof
9816.wav,Donald Trump,bona-fide
9817.wav,George Carlin,spoof
9818.wav,Barack Obama,bona-fide
9819.wav,Donald Trump,bona-fide
9820.wav,Nelson Mandela,spoof
9821.wav,Kanye West,bona-fide
9822.wav,Christopher Hitchens,spoof
9823.wav,Christopher Hitchens,spoof
9824.wav,Barack Obama,bona-fide
9825.wav,Bill Clinton,bona-fide
9826.wav,Richard Nixon,bona-fide
9827.wav,Alec Guinness,bona-fide
9828.wav,Alec Guinness,spoof
9829.wav,Alec Guinness,bona-fide
9830.wav,Ayn Rand,bona-fide
9831.wav,Martin Luther King,spoof
9832.wav,Alan Watts,spoof
9833.wav,Christopher Hitchens,bona-fide
9834.wav,Ayn Rand,spoof
9835.wav,Alec Guinness,bona-fide
9836.wav,Alec Guinness,spoof
9837.wav,Ronald Reagan,spoof
9838.wav,Ronald Reagan,spoof
9839.wav,Gilbert Gottfried,spoof
9840.wav,Bernie Sanders,bona-fide
9841.wav,Nick Offerman,bona-fide
9842.wav,Alexandria Ocasio-Cortez,bona-fide
9843.wav,Bernie Sanders,spoof
9844.wav,Martin Luther King,spoof
9845.wav,FDR,bona-fide
9846.wav,Bill Clinton,spoof
9847.wav,Barack Obama,bona-fide
9848.wav,Calvin Coolidge,spoof
9849.wav,Bernie Sanders,spoof
9850.wav,George Carlin,bona-fide
9851.wav,Orson Welles,spoof
9852.wav,Barack Obama,bona-fide
9853.wav,Ronald Reagan,bona-fide
9854.wav,Alexandria Ocasio-Cortez,bona-fide
9855.wav,Donald Trump,bona-fide
9856.wav,JFK,bona-fide
9857.wav,Barack Obama,bona-fide
9858.wav,Donald Trump,bona-fide
9859.wav,Martin Luther King,spoof
9860.wav,Mark Zuckerberg,bona-fide
9861.wav,The Notorious B.I.G.,spoof
9862.wav,Donald Trump,bona-fide
9863.wav,Donald Trump,bona-fide
9864.wav,Barack Obama,bona-fide
9865.wav,Alexandria Ocasio-Cortez,bona-fide
9866.wav,Tucker Carlson,bona-fide
9867.wav,Alec Guinness,bona-fide
9868.wav,Christopher Hitchens,bona-fide
9869.wav,Milton Friedman,spoof
9870.wav,Christopher Hitchens,bona-fide
9871.wav,Donald Trump,bona-fide
9872.wav,Ayn Rand,bona-fide
9873.wav,Mr. Rogers,spoof
9874.wav,Malcolm X,bona-fide
9875.wav,Alec Guinness,bona-fide
9876.wav,Bill Clinton,spoof
9877.wav,Bernie Sanders,bona-fide
9878.wav,Ayn Rand,spoof
9879.wav,Alec Guinness,spoof
9880.wav,Alec Guinness,spoof
9881.wav,JFK,spoof
9882.wav,Alec Guinness,spoof
9883.wav,Alec Guinness,bona-fide
9884.wav,Martin Luther King,bona-fide
9885.wav,Ronald Reagan,spoof
9886.wav,Barack Obama,bona-fide
9887.wav,Milton Friedman,bona-fide
9888.wav,Queen Elizabeth II,spoof
9889.wav,Donald Trump,bona-fide
9890.wav,Alec Guinness,bona-fide
9891.wav,Bill Burr,bona-fide
9892.wav,Boris Johnson,bona-fide
9893.wav,Ayn Rand,spoof
9894.wav,Calvin Coolidge,bona-fide
9895.wav,Ayn Rand,bona-fide
9896.wav,Bernie Sanders,bona-fide
9897.wav,Barack Obama,bona-fide
9898.wav,Ronald Reagan,spoof
9899.wav,The Notorious B.I.G.,spoof
9900.wav,Alec Guinness,bona-fide
9901.wav,Alec Guinness,spoof
9902.wav,Ronald Reagan,bona-fide
9903.wav,Ronald Reagan,spoof
9904.wav,JFK,spoof
9905.wav,Barack Obama,bona-fide
9906.wav,Bernie Sanders,bona-fide
9907.wav,George Carlin,spoof
9908.wav,Christopher Hitchens,bona-fide
9909.wav,Ayn Rand,bona-fide
9910.wav,Ayn Rand,spoof
9911.wav,Ayn Rand,bona-fide
9912.wav,Tucker Carlson,spoof
9913.wav,Alan Watts,spoof
9914.wav,Barack Obama,bona-fide
9915.wav,JFK,bona-fide
9916.wav,Donald Trump,bona-fide
9917.wav,Louis Farrakhan,spoof
9918.wav,Donald Trump,bona-fide
9919.wav,Bill Clinton,bona-fide
9920.wav,Ronald Reagan,bona-fide
9921.wav,Ronald Reagan,spoof
9922.wav,Milton Friedman,bona-fide
9923.wav,Donald Trump,bona-fide
9924.wav,Gilbert Gottfried,spoof
9925.wav,Barack Obama,bona-fide
9926.wav,Bill Clinton,spoof
9927.wav,Martin Luther King,bona-fide
9928.wav,Milton Friedman,spoof
9929.wav,Barack Obama,bona-fide
9930.wav,Bernie Sanders,bona-fide
9931.wav,Malcolm X,bona-fide
9932.wav,Bernie Sanders,bona-fide
9933.wav,Barack Obama,bona-fide
9934.wav,Lyndon Johnson,bona-fide
9935.wav,Ronald Reagan,spoof
9936.wav,Bill Clinton,bona-fide
9937.wav,Barack Obama,bona-fide
9938.wav,Bob Ross,bona-fide
9939.wav,Bernie Sanders,spoof
9940.wav,Alan Watts,spoof
9941.wav,Bernie Sanders,bona-fide
9942.wav,Bernie Sanders,bona-fide
9943.wav,Donald Trump,bona-fide
9944.wav,Arnold Schwarzenegger,bona-fide
9945.wav,Bill Clinton,bona-fide
9946.wav,Alec Guinness,spoof
9947.wav,Christopher Hitchens,bona-fide
9948.wav,Christopher Hitchens,bona-fide
9949.wav,Donald Trump,bona-fide
9950.wav,Ronald Reagan,spoof
9951.wav,Bernie Sanders,spoof
9952.wav,Bernie Sanders,spoof
9953.wav,Ayn Rand,bona-fide
9954.wav,Bernie Sanders,bona-fide
9955.wav,Donald Trump,bona-fide
9956.wav,Bernie Sanders,bona-fide
9957.wav,Milton Friedman,bona-fide
9958.wav,Ayn Rand,spoof
9959.wav,Bill Clinton,spoof
9960.wav,Donald Trump,bona-fide
9961.wav,Christopher Hitchens,spoof
9962.wav,Donald Trump,bona-fide
9963.wav,Ayn Rand,bona-fide
9964.wav,Christopher Hitchens,bona-fide
9965.wav,Dwight Eisenhower,spoof
9966.wav,Donald Trump,bona-fide
9967.wav,Adam Driver,bona-fide
9968.wav,Barack Obama,bona-fide
9969.wav,Christopher Hitchens,bona-fide
9970.wav,Richard Nixon,spoof
9971.wav,Adam Driver,spoof
9972.wav,Donald Trump,bona-fide
9973.wav,Martin Luther King,spoof
9974.wav,Bernie Sanders,bona-fide
9975.wav,Christopher Hitchens,spoof
9976.wav,Donald Trump,bona-fide
9977.wav,JFK,bona-fide
9978.wav,Alexandria Ocasio-Cortez,spoof
9979.wav,Bill Clinton,spoof
9980.wav,Alec Guinness,bona-fide
9981.wav,Christopher Hitchens,spoof
9982.wav,Winston Churchill,spoof
9983.wav,Kanye West,bona-fide
9984.wav,Louis Farrakhan,bona-fide
9985.wav,Nick Offerman,bona-fide
9986.wav,Barack Obama,bona-fide
9987.wav,Donald Trump,bona-fide
9988.wav,FDR,spoof
9989.wav,Alec Guinness,spoof
9990.wav,Louis Farrakhan,bona-fide
9991.wav,Louis Farrakhan,spoof
9992.wav,Ayn Rand,spoof
9993.wav,Alec Guinness,spoof
9994.wav,Ayn Rand,bona-fide
9995.wav,Bernie Sanders,spoof
9996.wav,Frank Sinatra,bona-fide
9997.wav,JFK,spoof
9998.wav,Alec Guinness,spoof
9999.wav,Alec Guinness,bona-fide
10000.wav,Martin Luther King,spoof
10001.wav,Bernie Sanders,bona-fide
10002.wav,Donald Trump,spoof
10003.wav,Robert Kardashian,bona-fide
10004.wav,Alan Watts,bona-fide
10005.wav,Louis Farrakhan,spoof
10006.wav,Ayn Rand,spoof
10007.wav,Bernie Sanders,spoof
10008.wav,Bernie Sanders,spoof
10009.wav,Christopher Hitchens,spoof
10010.wav,Mark Zuckerberg,bona-fide
10011.wav,Dwight Eisenhower,spoof
10012.wav,George Carlin,spoof
10013.wav,Bernie Sanders,bona-fide
10014.wav,Louis C.K.,spoof
10015.wav,Alec Guinness,bona-fide
10016.wav,Barack Obama,bona-fide
10017.wav,2Pac,spoof
10018.wav,JFK,bona-fide
10019.wav,Alec Guinness,bona-fide
10020.wav,Ayn Rand,bona-fide
10021.wav,Bernie Sanders,bona-fide
10022.wav,Barack Obama,bona-fide
10023.wav,Malcolm X,bona-fide
10024.wav,Ronald Reagan,bona-fide
10025.wav,Lyndon Johnson,bona-fide
10026.wav,Milton Friedman,spoof
10027.wav,Alec Guinness,bona-fide
10028.wav,Alec Guinness,bona-fide
10029.wav,Alexandria Ocasio-Cortez,spoof
10030.wav,Ayn Rand,bona-fide
10031.wav,Barack Obama,bona-fide
10032.wav,Ronald Reagan,spoof
10033.wav,Lyndon Johnson,bona-fide
10034.wav,Alan Watts,bona-fide
10035.wav,Donald Trump,bona-fide
10036.wav,Barack Obama,bona-fide
10037.wav,Bernie Sanders,spoof
10038.wav,Bernie Sanders,bona-fide
10039.wav,Christopher Hitchens,bona-fide
10040.wav,FDR,spoof
10041.wav,Barack Obama,bona-fide
10042.wav,Alec Guinness,bona-fide
10043.wav,The Notorious B.I.G.,spoof
10044.wav,Alexandria Ocasio-Cortez,bona-fide
10045.wav,Ronald Reagan,spoof
10046.wav,Bill Clinton,spoof
10047.wav,Donald Trump,bona-fide
10048.wav,FDR,bona-fide
10049.wav,Richard Nixon,bona-fide
10050.wav,Winston Churchill,spoof
10051.wav,Alec Guinness,bona-fide
10052.wav,Ayn Rand,spoof
10053.wav,Ayn Rand,bona-fide
10054.wav,Bernie Sanders,spoof
10055.wav,Bill Burr,bona-fide
10056.wav,Dwight Eisenhower,bona-fide
10057.wav,Donald Trump,bona-fide
10058.wav,Alec Guinness,spoof
10059.wav,Christopher Hitchens,bona-fide
10060.wav,Donald Trump,bona-fide
10061.wav,Bill Clinton,spoof
10062.wav,Bill Clinton,spoof
10063.wav,Bernie Sanders,bona-fide
10064.wav,Queen Elizabeth II,spoof
10065.wav,Ayn Rand,spoof
10066.wav,Queen Elizabeth II,spoof
10067.wav,Bernie Sanders,bona-fide
10068.wav,Queen Elizabeth II,spoof
10069.wav,Barack Obama,bona-fide
10070.wav,Ayn Rand,spoof
10071.wav,Christopher Hitchens,spoof
10072.wav,Alec Guinness,spoof
10073.wav,Ayn Rand,spoof
10074.wav,Ronald Reagan,spoof
10075.wav,Winston Churchill,spoof
10076.wav,FDR,bona-fide
10077.wav,Louis Farrakhan,bona-fide
10078.wav,Barack Obama,spoof
10079.wav,Bernie Sanders,spoof
10080.wav,Bernie Sanders,bona-fide
10081.wav,Ayn Rand,bona-fide
10082.wav,Winston Churchill,spoof
10083.wav,Arnold Schwarzenegger,bona-fide
10084.wav,Donald Trump,bona-fide
10085.wav,Bill Clinton,bona-fide
10086.wav,Donald Trump,bona-fide
10087.wav,JFK,bona-fide
10088.wav,Ayn Rand,spoof
10089.wav,Martin Luther King,bona-fide
10090.wav,JFK,bona-fide
10091.wav,Norm MacDonald,spoof
10092.wav,Barack Obama,bona-fide
10093.wav,Alec Guinness,bona-fide
10094.wav,Winston Churchill,spoof
10095.wav,Donald Trump,bona-fide
10096.wav,Bill Clinton,bona-fide
10097.wav,Orson Welles,spoof
10098.wav,Nick Offerman,bona-fide
10099.wav,The Notorious B.I.G.,spoof
10100.wav,Dwight Eisenhower,bona-fide
10101.wav,Alec Guinness,spoof
10102.wav,Bernie Sanders,spoof
10103.wav,Bernie Sanders,spoof
10104.wav,Bill Clinton,bona-fide
10105.wav,Barack Obama,spoof
10106.wav,Ayn Rand,bona-fide
10107.wav,Barack Obama,bona-fide
10108.wav,Mark Zuckerberg,bona-fide
10109.wav,Louis Farrakhan,bona-fide
10110.wav,George Carlin,bona-fide
10111.wav,Winston Churchill,bona-fide
10112.wav,Donald Trump,bona-fide
10113.wav,Bernie Sanders,bona-fide
10114.wav,Bernie Sanders,bona-fide
10115.wav,Bernie Sanders,bona-fide
10116.wav,Nick Offerman,bona-fide
10117.wav,FDR,bona-fide
10118.wav,Calvin Coolidge,bona-fide
10119.wav,Nelson Mandela,spoof
10120.wav,Alec Guinness,spoof
10121.wav,Richard Nixon,bona-fide
10122.wav,Ronald Reagan,bona-fide
10123.wav,Donald Trump,bona-fide
10124.wav,Donald Trump,bona-fide
10125.wav,Queen Elizabeth II,spoof
10126.wav,JFK,spoof
10127.wav,Arnold Schwarzenegger,bona-fide
10128.wav,Bill Clinton,bona-fide
10129.wav,Alec Guinness,bona-fide
10130.wav,Queen Elizabeth II,spoof
10131.wav,Orson Welles,spoof
10132.wav,Alec Guinness,bona-fide
10133.wav,Bernie Sanders,spoof
10134.wav,Donald Trump,bona-fide
10135.wav,Barack Obama,bona-fide
10136.wav,Alec Guinness,spoof
10137.wav,Donald Trump,bona-fide
10138.wav,Ayn Rand,spoof
10139.wav,Alec Guinness,bona-fide
10140.wav,Donald Trump,bona-fide
10141.wav,Ronald Reagan,bona-fide
10142.wav,Ayn Rand,bona-fide
10143.wav,Winston Churchill,bona-fide
10144.wav,Bernie Sanders,bona-fide
10145.wav,Barack Obama,bona-fide
10146.wav,Bernie Sanders,spoof
10147.wav,Alec Guinness,spoof
10148.wav,Mr. Rogers,spoof
10149.wav,Bernie Sanders,bona-fide
10150.wav,Alec Guinness,bona-fide
10151.wav,Alec Guinness,spoof
10152.wav,Barack Obama,bona-fide
10153.wav,Winston Churchill,bona-fide
10154.wav,Christopher Hitchens,bona-fide
10155.wav,Bill Clinton,bona-fide
10156.wav,Alec Guinness,bona-fide
10157.wav,Alec Guinness,spoof
10158.wav,Bernie Sanders,bona-fide
10159.wav,Barack Obama,bona-fide
10160.wav,Ayn Rand,bona-fide
10161.wav,Barack Obama,bona-fide
10162.wav,Nick Offerman,bona-fide
10163.wav,Barack Obama,bona-fide
10164.wav,Ayn Rand,spoof
10165.wav,Louis Farrakhan,bona-fide
10166.wav,Boris Johnson,spoof
10167.wav,Milton Friedman,bona-fide
10168.wav,Alec Guinness,spoof
10169.wav,Alec Guinness,spoof
10170.wav,Donald Trump,bona-fide
10171.wav,Dwight Eisenhower,spoof
10172.wav,JFK,bona-fide
10173.wav,Bernie Sanders,bona-fide
10174.wav,Ayn Rand,spoof
10175.wav,Donald Trump,bona-fide
10176.wav,Bernie Sanders,spoof
10177.wav,JFK,bona-fide
10178.wav,Christopher Hitchens,bona-fide
10179.wav,Kanye West,spoof
10180.wav,Milton Friedman,bona-fide
10181.wav,Barack Obama,bona-fide
10182.wav,Bernie Sanders,bona-fide
10183.wav,Robert Kardashian,bona-fide
10184.wav,Donald Trump,bona-fide
10185.wav,Ayn Rand,bona-fide
10186.wav,Alec Guinness,bona-fide
10187.wav,Harry Truman,bona-fide
10188.wav,Donald Trump,bona-fide
10189.wav,Mr. Rogers,spoof
10190.wav,Alec Guinness,bona-fide
10191.wav,Kanye West,spoof
10192.wav,Lyndon Johnson,bona-fide
10193.wav,Alec Guinness,bona-fide
10194.wav,Barack Obama,bona-fide
10195.wav,Donald Trump,bona-fide
10196.wav,Barack Obama,bona-fide
10197.wav,Bill Clinton,bona-fide
10198.wav,Winston Churchill,bona-fide
10199.wav,Barack Obama,bona-fide
10200.wav,Bernie Sanders,spoof
10201.wav,Barack Obama,bona-fide
10202.wav,Donald Trump,bona-fide
10203.wav,Ayn Rand,bona-fide
10204.wav,Barack Obama,bona-fide
10205.wav,Martin Luther King,bona-fide
10206.wav,Barack Obama,spoof
10207.wav,Bernie Sanders,bona-fide
10208.wav,Winston Churchill,bona-fide
10209.wav,Bernie Sanders,spoof
10210.wav,Barack Obama,bona-fide
10211.wav,Bill Clinton,bona-fide
10212.wav,Nelson Mandela,spoof
10213.wav,Milton Friedman,spoof
10214.wav,Bill Clinton,bona-fide
10215.wav,Barack Obama,bona-fide
10216.wav,Bernie Sanders,spoof
10217.wav,Kamala Harris,bona-fide
10218.wav,Ronald Reagan,spoof
10219.wav,Ayn Rand,spoof
10220.wav,Mark Zuckerberg,bona-fide
10221.wav,Barack Obama,bona-fide
10222.wav,Louis Farrakhan,bona-fide
10223.wav,Queen Elizabeth II,spoof
10224.wav,Louis Farrakhan,spoof
10225.wav,Donald Trump,bona-fide
10226.wav,Christopher Hitchens,spoof
10227.wav,Tucker Carlson,spoof
10228.wav,Mark Zuckerberg,bona-fide
10229.wav,Robert Kardashian,bona-fide
10230.wav,Ronald Reagan,bona-fide
10231.wav,Christopher Hitchens,bona-fide
10232.wav,Norm MacDonald,bona-fide
10233.wav,Christopher Hitchens,bona-fide
10234.wav,Alec Guinness,spoof
10235.wav,Barack Obama,bona-fide
10236.wav,Donald Trump,bona-fide
10237.wav,The Notorious B.I.G.,spoof
10238.wav,Bill Clinton,spoof
10239.wav,Donald Trump,bona-fide
10240.wav,Bill Burr,bona-fide
10241.wav,Jerry Seinfeld,spoof
10242.wav,George Carlin,bona-fide
10243.wav,Donald Trump,bona-fide
10244.wav,Alec Guinness,bona-fide
10245.wav,Bernie Sanders,bona-fide
10246.wav,Orson Welles,bona-fide
10247.wav,Louis Farrakhan,bona-fide
10248.wav,Barack Obama,bona-fide
10249.wav,Bernie Sanders,bona-fide
10250.wav,Nelson Mandela,spoof
10251.wav,Donald Trump,bona-fide
10252.wav,Barack Obama,bona-fide
10253.wav,Ayn Rand,spoof
10254.wav,Donald Trump,bona-fide
10255.wav,Alexandria Ocasio-Cortez,bona-fide
10256.wav,Bernie Sanders,bona-fide
10257.wav,Ayn Rand,bona-fide
10258.wav,Ronald Reagan,spoof
10259.wav,Martin Luther King,spoof
10260.wav,Donald Trump,bona-fide
10261.wav,Donald Trump,bona-fide
10262.wav,Donald Trump,spoof
10263.wav,Donald Trump,bona-fide
10264.wav,Mark Zuckerberg,bona-fide
10265.wav,Dwight Eisenhower,bona-fide
10266.wav,Donald Trump,bona-fide
10267.wav,Winston Churchill,bona-fide
10268.wav,George W. Bush,spoof
10269.wav,George W. Bush,spoof
10270.wav,Alec Guinness,bona-fide
10271.wav,Alec Guinness,spoof
10272.wav,Bernie Sanders,bona-fide
10273.wav,Orson Welles,spoof
10274.wav,Christopher Hitchens,bona-fide
10275.wav,Bernie Sanders,bona-fide
10276.wav,Richard Nixon,bona-fide
10277.wav,Mark Zuckerberg,bona-fide
10278.wav,Alec Guinness,bona-fide
10279.wav,Donald Trump,bona-fide
10280.wav,Barack Obama,bona-fide
10281.wav,Donald Trump,bona-fide
10282.wav,Ronald Reagan,spoof
10283.wav,Milton Friedman,bona-fide
10284.wav,Barack Obama,bona-fide
10285.wav,Bill Clinton,bona-fide
10286.wav,Bernie Sanders,bona-fide
10287.wav,Bill Clinton,bona-fide
10288.wav,Robert Kardashian,bona-fide
10289.wav,Alec Guinness,bona-fide
10290.wav,Nelson Mandela,spoof
10291.wav,Bernie Sanders,bona-fide
10292.wav,Martin Luther King,bona-fide
10293.wav,Donald Trump,bona-fide
10294.wav,Barack Obama,spoof
10295.wav,The Notorious B.I.G.,spoof
10296.wav,Ayn Rand,bona-fide
10297.wav,Arnold Schwarzenegger,bona-fide
10298.wav,Alec Guinness,bona-fide
10299.wav,Mark Zuckerberg,bona-fide
10300.wav,Ronald Reagan,bona-fide
10301.wav,Bernie Sanders,spoof
10302.wav,Ayn Rand,spoof
10303.wav,Mark Zuckerberg,bona-fide
10304.wav,Alec Guinness,spoof
10305.wav,Ayn Rand,spoof
10306.wav,The Notorious B.I.G.,spoof
10307.wav,Bill Burr,bona-fide
10308.wav,Barack Obama,bona-fide
10309.wav,Donald Trump,bona-fide
10310.wav,Alec Guinness,spoof
10311.wav,Donald Trump,bona-fide
10312.wav,Barack Obama,spoof
10313.wav,Robert Kardashian,bona-fide
10314.wav,Christopher Hitchens,bona-fide
10315.wav,Nick Offerman,bona-fide
10316.wav,Alan Watts,spoof
10317.wav,Alexandria Ocasio-Cortez,bona-fide
10318.wav,Winston Churchill,spoof
10319.wav,Orson Welles,spoof
10320.wav,Milton Friedman,spoof
10321.wav,Alec Guinness,bona-fide
10322.wav,Ronald Reagan,spoof
10323.wav,Bill Clinton,bona-fide
10324.wav,Winston Churchill,bona-fide
10325.wav,Barack Obama,bona-fide
10326.wav,Barack Obama,spoof
10327.wav,Ayn Rand,spoof
10328.wav,Alan Watts,spoof
10329.wav,Richard Nixon,bona-fide
10330.wav,Ayn Rand,bona-fide
10331.wav,Louis Farrakhan,bona-fide
10332.wav,Alec Guinness,spoof
10333.wav,Queen Elizabeth II,spoof
10334.wav,Donald Trump,bona-fide
10335.wav,The Notorious B.I.G.,spoof
10336.wav,Martin Luther King,bona-fide
10337.wav,Alec Guinness,spoof
10338.wav,Alec Guinness,bona-fide
10339.wav,Alec Guinness,spoof
10340.wav,The Notorious B.I.G.,spoof
10341.wav,Louis Farrakhan,bona-fide
10342.wav,Gilbert Gottfried,spoof
10343.wav,Barack Obama,bona-fide
10344.wav,Donald Trump,bona-fide
10345.wav,Alec Guinness,bona-fide
10346.wav,Martin Luther King,spoof
10347.wav,FDR,bona-fide
10348.wav,Bernie Sanders,spoof
10349.wav,Alec Guinness,spoof
10350.wav,Alexandria Ocasio-Cortez,spoof
10351.wav,Winston Churchill,bona-fide
10352.wav,Alec Guinness,spoof
10353.wav,Alec Guinness,bona-fide
10354.wav,Robert Kardashian,bona-fide
10355.wav,FDR,spoof
10356.wav,Ayn Rand,spoof
10357.wav,Nelson Mandela,spoof
10358.wav,Ronald Reagan,spoof
10359.wav,Donald Trump,bona-fide
10360.wav,Martin Luther King,bona-fide
10361.wav,Tucker Carlson,spoof
10362.wav,JFK,bona-fide
10363.wav,Winston Churchill,bona-fide
10364.wav,Bernie Sanders,bona-fide
10365.wav,Richard Nixon,bona-fide
10366.wav,Ronald Reagan,spoof
10367.wav,Ayn Rand,bona-fide
10368.wav,Christopher Hitchens,bona-fide
10369.wav,Donald Trump,bona-fide
10370.wav,Louis Farrakhan,bona-fide
10371.wav,Ronald Reagan,spoof
10372.wav,Barack Obama,spoof
10373.wav,Donald Trump,bona-fide
10374.wav,Milton Friedman,bona-fide
10375.wav,Ayn Rand,bona-fide
10376.wav,Donald Trump,bona-fide
10377.wav,Ronald Reagan,spoof
10378.wav,Bill Clinton,spoof
10379.wav,Donald Trump,bona-fide
10380.wav,Bill Clinton,bona-fide
10381.wav,Bernie Sanders,bona-fide
10382.wav,Louis Farrakhan,spoof
10383.wav,Winston Churchill,spoof
10384.wav,Alec Guinness,bona-fide
10385.wav,Alec Guinness,spoof
10386.wav,Bernie Sanders,bona-fide
10387.wav,Ronald Reagan,spoof
10388.wav,Alec Guinness,bona-fide
10389.wav,Ayn Rand,bona-fide
10390.wav,Donald Trump,bona-fide
10391.wav,Adam Driver,bona-fide
10392.wav,Winston Churchill,spoof
10393.wav,Bernie Sanders,spoof
10394.wav,George Carlin,bona-fide
10395.wav,Donald Trump,bona-fide
10396.wav,Jimmy Carter,spoof
10397.wav,Nelson Mandela,spoof
10398.wav,Barack Obama,bona-fide
10399.wav,Alec Guinness,bona-fide
10400.wav,Donald Trump,spoof
10401.wav,Bernie Sanders,spoof
10402.wav,Alan Watts,spoof
10403.wav,Alec Guinness,bona-fide
10404.wav,Mark Zuckerberg,bona-fide
10405.wav,Alec Guinness,bona-fide
10406.wav,Ronald Reagan,spoof
10407.wav,Bernie Sanders,bona-fide
10408.wav,The Notorious B.I.G.,spoof
10409.wav,Donald Trump,spoof
10410.wav,Donald Trump,bona-fide
10411.wav,Nelson Mandela,spoof
10412.wav,Donald Trump,bona-fide
10413.wav,Bill Clinton,bona-fide
10414.wav,Alec Guinness,spoof
10415.wav,Ronald Reagan,bona-fide
10416.wav,Boris Johnson,bona-fide
10417.wav,Donald Trump,bona-fide
10418.wav,Nelson Mandela,spoof
10419.wav,Norm MacDonald,spoof
10420.wav,Bernie Sanders,spoof
10421.wav,Ayn Rand,spoof
10422.wav,Barack Obama,bona-fide
10423.wav,Bernie Sanders,bona-fide
10424.wav,Ronald Reagan,bona-fide
10425.wav,Bill Clinton,spoof
10426.wav,JFK,bona-fide
10427.wav,Louis Farrakhan,spoof
10428.wav,Donald Trump,bona-fide
10429.wav,Donald Trump,bona-fide
10430.wav,Christopher Hitchens,spoof
10431.wav,Barack Obama,bona-fide
10432.wav,Lyndon Johnson,bona-fide
10433.wav,Donald Trump,bona-fide
10434.wav,Barack Obama,bona-fide
10435.wav,Ayn Rand,bona-fide
10436.wav,Donald Trump,bona-fide
10437.wav,Bill Burr,spoof
10438.wav,Boris Johnson,bona-fide
10439.wav,Donald Trump,bona-fide
10440.wav,Winston Churchill,bona-fide
10441.wav,Mark Zuckerberg,bona-fide
10442.wav,Donald Trump,bona-fide
10443.wav,Donald Trump,bona-fide
10444.wav,Alec Guinness,spoof
10445.wav,Barack Obama,bona-fide
10446.wav,Bill Burr,spoof
10447.wav,Ronald Reagan,bona-fide
10448.wav,Arnold Schwarzenegger,bona-fide
10449.wav,Bernie Sanders,bona-fide
10450.wav,Bernie Sanders,spoof
10451.wav,Alec Guinness,spoof
10452.wav,Alexandria Ocasio-Cortez,bona-fide
10453.wav,George Carlin,bona-fide
10454.wav,Martin Luther King,spoof
10455.wav,Donald Trump,bona-fide
10456.wav,Winston Churchill,bona-fide
10457.wav,Bill Clinton,bona-fide
10458.wav,Martin Luther King,bona-fide
10459.wav,Christopher Hitchens,spoof
10460.wav,Ayn Rand,bona-fide
10461.wav,Alec Guinness,bona-fide
10462.wav,Martin Luther King,bona-fide
10463.wav,Donald Trump,bona-fide
10464.wav,The Notorious B.I.G.,spoof
10465.wav,Martin Luther King,bona-fide
10466.wav,Winston Churchill,bona-fide
10467.wav,Alec Guinness,spoof
10468.wav,Louis Farrakhan,bona-fide
10469.wav,Lyndon Johnson,bona-fide
10470.wav,Louis C.K.,spoof
10471.wav,Barack Obama,bona-fide
10472.wav,Barack Obama,bona-fide
10473.wav,Barack Obama,bona-fide
10474.wav,Adam Driver,spoof
10475.wav,Donald Trump,bona-fide
10476.wav,The Notorious B.I.G.,bona-fide
10477.wav,Bernie Sanders,spoof
10478.wav,Bernie Sanders,spoof
10479.wav,Alan Watts,spoof
10480.wav,Winston Churchill,bona-fide
10481.wav,Ayn Rand,bona-fide
10482.wav,Queen Elizabeth II,spoof
10483.wav,Martin Luther King,bona-fide
10484.wav,Donald Trump,bona-fide
10485.wav,Donald Trump,spoof
10486.wav,Bernie Sanders,spoof
